Fecha;Medio;Titular;URL;Tipo
24/08/2025;El Tiempo;Patinetas eléctricas: entre el riesgo por la inseguridad y el aumento de usuarios;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1528372473;Prensa
16/11/2025;El Tiempo;Ganadores y perdedores con el pico y placa para los carros de fuera de la ciudad;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1588553128;Prensa
20/04/2025;El Tiempo;El riesgoso aumento de ciclomotores, vehículos pequeños y hechizos;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1436579631;Prensa
25/05/2025;El Tiempo ;Al día hay cerca de 1.000 reportes por ruido al 123;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1462981964;Prensa
16/02/2025;El Tiempo;Alzas de los costos del gas natural, el nuevo golpe al bolsillo de los bogotanos;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1391088577;Prensa
6/05/2025;El Tiempo;Aunque se registra baja de delitos, homicidios siguen siendo muy preocupantes;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1448241931;Prensa
24/04/2025;El Tiempo;Hay 148.000 personas más en la capital en pobreza multidimensional;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1440180675;Prensa
7/08/2025;El Tiempo;Tres años del gobierno Petro: mucha tensión y poco acuerdo;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1517805927;Prensa
21/09/2025;El Tiempo;Así funciona el gremio de moteros que protestó y bloqueó varias vías;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1548556938;Prensa
4/05/2025;El Tiempo;Bogotá 24 horas: una apuesta que no cuaja;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1447040645;Prensa
30/01/2025;El Tiempo;La capital sigue sin acoger los pagos por descongestión;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1378511938;Prensa
18/09/2025;El Tiempo;Los duros cuestionamientos a las alcaldías locales y sus problemas de ejecución;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1546429316;Prensa
26/05/2025;La FM Radio;Polémica  Hoy comenzarán a multar a conductores que invadan el carril de buses en la carrera Séptima en Bogotá / Diario el Tiempo -Alcaldía Mayor De Bogotá- Carlos Fernando Galán - Policía Nacional -;https://a.eprensa.com/view_pdf.php?sid=23130&cid=1463535216;Prensa
19/05/2025;El Tiempo;El metro como galería: una oportunidad para el grafiti bogotano;https://p.eprensa.com/view_pdf.php?sid=23129&cid=1457843809;Prensa
24/02/2025;eltiempo.com;Opinión Omar Oróstegui | Galán versus Petro: una pelea con muchas batallas por delante;https://www.eltiempo.com/bogota/columna-de-ppinion-omar-orostegui-galan-versus-petro-una-pelea-con-muchas-batallas-por-delante-3429649;Internet
16/02/2025;eltiempo.com;Aumento de la tarifa de gas: un golpe duro a la economía bogotana;https://www.eltiempo.com/bogota/aumento-de-la-tarifa-de-gas-un-golpe-duro-a-la-economia-bogotana-3427489;Internet
15/02/2025;eltiempo.com;Gas natural: el nuevo golpe al bolsillo de los bogotanos;https://www.eltiempo.com/bogota/alzas-de-los-costos-del-gas-natural-el-nuevo-golpe-al-bolsillo-de-los-bogotanos-3427275;Internet
9/03/2025;eltiempo.com;La estrategia de Galán por recuperar el espacio público y regular las ventas ambulantes / Opinión;https://www.eltiempo.com/bogota/la-estrategia-de-galan-por-recuperar-el-espacio-publico-y-regular-las-ventas-ambulantes-3433788;Internet
10/03/2025;eltiempo.com;Presidente Petro decidió que Ecopetrol intervendrá la importación de gas y comprará a Catar: ¿por qué?;https://www.eltiempo.com/politica/gobierno/presidente-petro-ordena-a-ecopetrol-comprar-gas-a-catar-el-monopolio-de-la-importacion-se-acaba-3434027;Internet
16/03/2025;eltiempo.com;Opinión Omar Oróstegui | San Bernardo, una de las varias zonas donde el poder criminal desafía al Estado;https://www.eltiempo.com/bogota/opinion-omar-orostegui-san-bernardo-una-de-las-varias-zonas-donde-el-poder-criminal-desafia-al-estado-3435912;Internet
30/03/2025;eltiempo.com;Columna de opinión Omar Oróstegui:Bogotá, inundada por la acumulación de basuras.;https://www.eltiempo.com/bogota/bogota-inundada-por-la-acumulacion-de-basuras-en-las-calles-3439867;Internet
6/04/2025;eltiempo.com;Parques públicos: entre juegos y excrementos / Opinión;https://www.eltiempo.com/bogota/parques-publicos-entre-juegos-y-excrementos-3442206;Internet
7/04/2025;eltiempo.com;El reproche del presidente Petro a Ricardo Roa por importación de gas de Ecopetrol: 'Hermano, no entiendo';https://www.eltiempo.com/politica/gobierno/el-reproche-del-presidente-petro-a-ricardo-roa-por-importacion-de-gas-de-ecopetrol-hermano-no-entiendo-3442637;Internet
19/04/2025;eltiempo.com;El riesgoso aumento de ciclomotores, vehículos pequeños y hechizos para la seguridad vial en la ciudad;https://www.eltiempo.com/bogota/el-riesgoso-aumento-de-ciclomotores-vehiculos-pequenos-y-hechizos-para-la-seguridad-vial-en-la-ciudad-3446043;Internet
23/04/2025;eltiempo.com;Pobreza multidimensional en Bogotá: hay 148.000 personas más en esa condición, ¿cuáles son las causas del aumento?;https://www.eltiempo.com/bogota/pobreza-multidimensional-en-bogota-hay-184-000-personas-mas-en-esa-condicion-cuales-son-las-causas-3447431;Internet
27/04/2025;eltiempo.com;Columna de opinión: ¿rumba hasta las 5 a. m.? Una decisión que merece algo más que entusiasmo;https://www.eltiempo.com/bogota/columna-de-opinion-rumba-hasta-las-5-a-m-una-decision-que-merece-algo-mas-que-entusiasmo-3448509;Internet
3/05/2025;eltiempo.com;Bogotá 24 horas: una apuesta que no cuaja;https://www.eltiempo.com/bogota/bogota-24-horas-una-apuesta-que-no-cuaja-3450299;Internet
3/05/2025;eltiempo.com;¿Qué está pasando en Bogotá? Galán, metro, cortes de energía y rumba;https://www.eltiempo.com/videos-eltiempo/que-esta-pasando-en-bogota-galan-metro-cortes-de-energia-y-rumba-3450285;Internet
4/05/2025;eltiempo.com;Columna de opinión: conciertos impulsan a Bogotá, pero falta estrategia para aprovechar su potencial;https://www.eltiempo.com/bogota/columna-de-opinion-conciertos-impulsan-a-bogota-pero-falta-estrategia-para-aprovechar-su-potencial-3450441;Internet
5/05/2025;eltiempo.com;Una masacre y un asalto a ciclistas se suman a crisis de seguridad de Bogotá, ¿qué está pasando?;https://www.eltiempo.com/bogota/una-masacre-y-un-asalto-a-ciclistas-se-suman-a-crisis-de-seguridad-de-bogota-que-esta-pasando-3450830;Internet
11/05/2025;eltiempo.com;Opinión | Ellas solas: la otra cara de los hogares bogotanos;https://www.eltiempo.com/bogota/ellas-solas-la-otra-cara-de-los-hogares-bogotanos-3452713;Internet
18/05/2025;eltiempo.com;Opinión| El metro como galería: una oportunidad para el grafiti bogotano;https://www.eltiempo.com/bogota/opinion-el-metro-como-galeria-una-oportunidad-para-el-grafiti-bogotano-3454985;Internet
24/05/2025;eltiempo.com;Bogotá es una ciudad ruidosa: cerca de 1.000 reportes al día al 123 lo confirman;;Internet
8/06/2025;eltiempo.com;Columna de opinión Omar Oróstegui |La violencia irrumpe en la campaña política;https://www.eltiempo.com/bogota/la-violencia-irrumpe-en-la-campana-politica-3461460;Internet
6/07/2025;eltiempo.com;Micromovilidad sin reglas claras: una ley que llega tarde y complica más de lo que resu;https://www.eltiempo.com/bogota/micromovilidad-sin-reglas-claras-una-ley-que-llega-tarde-y-complica-mas-de-lo-que-resuelve-3469438;Internet
13/07/2025;eltiempo.com;Columna de opinión | El lío con los Emberás y el silencio del Gobierno nacional;https://www.eltiempo.com/bogota/el-lio-con-los-emberas-y-el-silencio-del-gobierno-nacional-3471596;Internet
3/08/2025;eltiempo.com;Opinión: Los regalos que Bogotá se merece;https://www.eltiempo.com/bogota/opinion-los-regalos-que-bogota-se-merece-3477977;Internet
6/08/2025;eltiempo.com;Tres años del gobierno Petro: una relación de tensiones frecuentes y poco apoyo a Bogotá;;Internet
10/08/2025;eltiempo.com;Columna de opinión | Alumbrado público: el debate que nunca se apaga;https://www.eltiempo.com/bogota/alumbrado-publico-el-debate-que-nunca-se-apaga-3480004;Internet
18/08/2025;eltiempo.com;Opinión: El costo de no tener baños públicos;https://www.eltiempo.com/bogota/opinion-el-costo-de-no-tener-banos-publicos-3482423;Internet
22/08/2025;eltiempo.com;Patinetas eléctricas en Bogotá: entre el riesgo por la inseguridad y el aumento de usuarios;https://www.eltiempo.com/bogota/patinetas-electricas-en-bogota-entre-el-riesgo-por-la-inseguridad-y-el-aumento-de-usuarios-3483984;Internet
7/09/2025;eltiempo.com;Columna de opinión Ómar Oróstegui | Bogotá, atrapada en el tráfico;https://www.eltiempo.com/bogota/columna-de-opinion-omar-orostegui-bogota-atrapada-en-el-trafico-3488528;Internet
21/09/2025;eltiempo.com;Opinión | Manifestaciones de moteros, presión política disfrazada de protesta ciudadana;https://www.eltiempo.com/bogota/opinion-manifestaciones-de-moteros-presion-politica-disfrazada-de-protesta-ciudadana-3492698;Internet
20/09/2025;eltiempo.com;Así se mueve el gremio de moteros que protestó y bloqueó varias vías en Bogotá: coordinan hostigamientos y agresiones;https://www.eltiempo.com/bogota/asi-se-mueve-el-gremio-de-moteros-que-protesto-y-bloqueo-varias-vias-en-bogota-coordinan-hostigamientos-y-agresiones-3492467;Internet
17/09/2025;eltiempo.com;Duros cuestionamientos a las alcaldías locales: ¿Qué hay detrás del debate?, ¿llegó el momento de repensar esas figuras?;https://www.eltiempo.com/bogota/duros-cuestionamientos-a-las-alcaldias-locales-que-hay-detras-del-debate-llego-el-momento-de-repensar-esas-figuras-3491698;Internet
14/09/2025;eltiempo.com;Opinión | El retorno de los Emberás: un regreso con fecha de vencimiento;https://www.eltiempo.com/bogota/opinion-el-retorno-de-los-emberas-un-regreso-con-fecha-de-vencimiento-3490627;Internet
5/10/2025;eltiempo.com;¿Guardianes o gestores? El dilema detrás de la nueva apuesta por la convivencia;https://www.eltiempo.com/bogota/opinion-guardianes-o-gestores-el-dilema-detras-de-la-nueva-apuesta-por-la-convivencia-3497002;Internet
6/10/2025;eltiempo.com;Homicidios en Bosa, San Cristóbal y Santa Fe, la radiografía de la violencia por intolerancia en Bogotá: alcaldía lanzó campaña para prevenir crímenes;https://www.eltiempo.com/bogota/homicidios-en-bosa-san-cristobal-y-santa-fe-la-radiografia-de-la-violencia-por-intolerancia-en-bogota-alcaldia-lanzo-campana-para-prevenir-crimenes-3497329;Internet
19/10/2025;eltiempo.com;Opinión | La deuda histórica con los jóvenes bogotanos;https://www.eltiempo.com/bogota/opinion-la-deuda-historica-con-los-jovenes-bogotanos-3501144;Internet
3/11/2025;eltiempo.com;Opinión| Las lecciones de las prohibiciones a los motociclistas el fin de semana;https://www.eltiempo.com/bogota/opinion-las-lecciones-de-las-prohibiciones-a-los-motociclistas-el-fin-de-semana-3505655;Internet
1/12/2025;eltiempo.com;Presupuesto 2026: más recaudo y más deuda;https://www.eltiempo.com/bogota/presupuesto-2026-mas-recaudo-y-mas-deuda-3513170;Internet
23/11/2025;eltiempo.com;Opinión | Metrópolis: el laboratorio de la nueva renovación urbana;https://www.eltiempo.com/bogota/metropolis-el-laboratorio-de-la-nueva-renovacion-urbana-3511151;Internet
17/11/2025;eltiempo.com;Opinión | ¿Movilidad o recaudo? Lo que esconde el nuevo pico y placa;https://www.eltiempo.com/bogota/opinion-movilidad-o-recaudo-lo-que-esconde-el-nuevo-pico-y-placa-3509573;Internet
